                                                                                                18 Apr 2022 10:58:24
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-Jerrico


       Time (UTCG)             x (km)          y (km)         z (km)       vx (km/sec)    vy (km/sec)    vz (km/sec)
 2 Apr 2025 18:15:00.000    -1909.830665    -353.365472       94.534324      -0.034462      -0.137404      -1.578384
 2 Apr 2025 18:46:40.000      -54.478019    -168.559236    -1906.719664       1.580585       0.293466      -0.064611
 2 Apr 2025 19:18:20.000     1895.824302     354.538194      -45.664323       0.030877       0.138061       1.591139
 2 Apr 2025 19:50:00.000       63.077539     174.270641     1949.731315      -1.544803      -0.285019       0.082080
 2 Apr 2025 20:21:40.000    -1906.825708    -346.104260      172.262450      -0.097159      -0.149585      -1.573766
 2 Apr 2025 20:53:20.000     -132.907752    -183.848720    -1901.951463       1.577248       0.287179      -0.130561
 2 Apr 2025 21:25:00.000     1892.549069     347.127680     -124.687621       0.095025       0.150645       1.588344
 2 Apr 2025 21:56:40.000      139.032878     188.998001     1943.935455      -1.541681      -0.278993       0.144890
 2 Apr 2025 22:28:20.000    -1900.724884    -338.198110      249.844234      -0.159707      -0.161480      -1.566595
 2 Apr 2025 23:00:00.000     -211.235403    -198.790349    -1893.886888       1.571204       0.280336      -0.196326
 2 Apr 2025 23:31:40.000     1886.082576     339.052293     -203.595822       0.159214       0.162969       1.582853
 3 Apr 2025 00:03:20.000      214.886993     203.388561     1935.040198      -1.536099      -0.272457       0.207602
 3 Apr 2025 00:35:00.000    -1891.529644    -329.667052      327.132223      -0.221991      -0.173062      -1.556878
 3 Apr 2025 01:06:40.000     -289.317981    -213.348477    -1882.534807       1.562456       0.272952      -0.261782
 3 Apr 2025 01:38:20.000     1876.415363     330.329128     -282.251730       0.223328       0.175004       1.574656
 3 Apr 2025 02:10:00.000      290.503755     217.408686     1923.042094      -1.528056      -0.265423       0.270108
 3 Apr 2025 02:41:40.000    -1879.249885    -320.533364      403.978094      -0.283900      -0.184307      -1.544632
 3 Apr 2025 03:13:20.000     -367.009876    -227.488912    -1867.911035       1.551010       0.265046      -0.326803
 3 Apr 2025 03:45:00.000     1863.544658     320.977305     -360.512793       0.287247       0.186720       1.563753
 3 Apr 2025 04:16:40.000      365.743882     231.026323     1907.946607      -1.517554      -0.257910       0.332299
 3 Apr 2025 04:48:20.000    -1863.903990    -310.820540      480.235353      -0.345321      -0.195191      -1.529879
 3 Apr 2025 05:20:00.000     -444.163795    -241.179624    -1850.037929       1.536879       0.256637      -0.391258
 3 Apr 2025 05:51:40.000     1847.475637     311.017588     -438.230980       0.350847       0.198089       1.550151
 3 Apr 2025 06:23:20.000      440.466368     244.211534     1889.769160      -1.504601      -0.249934       0.394063
 3 Apr 2025 06:55:00.000    -1845.518288    -300.552310      555.762329      -0.406143      -0.205692      -1.512646
 3 Apr 2025 07:26:40.000     -520.632836    -254.391367    -1828.943837       1.520086       0.247748      -0.455017
 3 Apr 2025 07:58:20.000     1828.222291     300.471931     -515.254175       0.414001       0.209084       1.533864
 3 Apr 2025 08:30:00.000      514.530509     256.936838     1868.535317      -1.489208      -0.241511       0.455290
 3 Apr 2025 09:01:40.000    -1824.125907    -289.751984      630.424483      -0.466261      -0.215792      -1.492962
 3 Apr 2025 09:33:20.000     -596.273041    -267.097978    -1804.662447       1.500666       0.238400      -0.517953
 3 Apr 2025 10:05:00.000     1805.807578     289.363123     -591.429134       0.476584       0.219679       1.514913
 3 Apr 2025 10:36:40.000      587.798284     269.177304     1844.279777      -1.471393      -0.232656       0.515870
 3 Apr 2025 11:08:20.000    -1799.765335    -278.442318      704.095212      -0.525571      -0.225472      -1.470863
 3 Apr 2025 11:40:00.000     -670.945359    -279.276096    -1777.232250       1.478660       0.228617      -0.579947
 3 Apr 2025 12:11:40.000     1780.262778     277.714667     -666.605108       0.538472       0.229853       1.493327
 3 Apr 2025 12:43:20.000      660.136395     280.910259     1817.044372      -1.451174      -0.223387       0.575699
 3 Apr 2025 13:15:00.000    -1772.479068    -266.645976      776.654884      -0.583975      -0.234717      -1.446385
 3 Apr 2025 13:46:40.000     -744.516429    -290.904407    -1746.696460       1.454112       0.218421      -0.640887
 3 Apr 2025 14:18:20.000     1751.626190     265.550932     -740.636941       0.599545       0.239588       1.469138
 3 Apr 2025 14:50:00.000      731.417193     292.114679     1786.875784      -1.428576      -0.213720       0.634674
 3 Apr 2025 15:21:40.000    -1742.312886    -254.386523      847.988159      -0.641379      -0.243511      -1.419570
 3 Apr 2025 15:53:20.000     -816.857524    -301.962619    -1713.103670       1.427070       0.207831      -0.700667
 3 Apr 2025 16:25:00.000     1719.941849     252.897711     -813.386073       0.659691       0.248867       1.442384
 3 Apr 2025 16:56:40.000      801.517697     302.770473     1753.824048      -1.403627      -0.203674       0.692696
 3 Apr 2025 17:28:20.000    -1709.316430    -241.689711      917.980332      -0.697690      -0.251839      -1.390464
 3 Apr 2025 18:00:00.000     -887.842281    -312.430788    -1676.509320       1.397583       0.196871      -0.759183
 3 Apr 2025 18:31:40.000     1685.258946     239.782986     -884.719546       0.718801       0.257674       1.413103
 3 Apr 2025 19:03:20.000      870.317098     312.858204     1717.942453      -1.376360      -0.193270       0.749666
 3 Apr 2025 19:35:00.000    -1673.545149    -228.584442      986.513693      -0.752815      -0.259688      -1.359117
 3 Apr 2025 20:06:40.000     -957.344064    -322.289568    -1636.977856       1.365704       0.185567      -0.816330
 3 Apr 2025 20:38:20.000     1647.632436     226.237276     -954.507791       0.776766       0.265989       1.381342
 3 Apr 2025 21:10:00.000      937.693754     322.359587     1679.288808      -1.346819      -0.182532       0.805486
 3 Apr 2025 21:41:40.000    -1635.063106    -215.102843     1053.465413      -0.806658      -0.267042      -1.325590
 3 Apr 2025 22:13:20.000    -1025.234363    -331.521361    -1594.584760       1.331494       0.173951      -0.872000
 3 Apr 2025 22:45:00.000     1607.124291     212.292901    -1022.622925       0.833476       0.273796       1.347153
 3 Apr 2025 23:16:40.000     1003.523683     331.258853     1637.927212      -1.315053      -0.171486       0.860059
 3 Apr 2025 23:48:20.000    -1593.945240    -201.278988     1118.708414      -0.859123      -0.273892      -1.289950
 4 Apr 2025 00:20:00.000    -1091.383623    -340.112111    -1549.417365       1.295021       0.162051      -0.926082
 4 Apr 2025 00:51:40.000     1563.804321     197.982097    -1088.938837       0.888820       0.281081       1.310596
 4 Apr 2025 01:23:20.000     1067.682044     339.544426     1593.928934      -1.281120      -0.160155       0.913289
 4 Apr 2025 01:55:00.000    -1550.277305    -187.146328     1182.116004      -0.910113      -0.280230      -1.252274
 4 Apr 2025 02:26:40.000    -1155.664690    -348.052705    -1501.572946       1.256359       0.149895      -0.978468
 4 Apr 2025 02:58:20.000     1517.749547     183.334539    -1153.333361       0.942688       0.287835       1.271733
 4 Apr 2025 03:30:00.000     1130.047654     347.209936     1547.371288      -1.245079      -0.148561       0.965083
 4 Apr 2025 04:01:40.000    -1504.152462    -172.734617     1243.569098      -0.959537      -0.286053      -1.212642
 4 Apr 2025 04:33:20.000    -1217.957982    -355.339279    -1451.153837       1.215592       0.137507      -1.029055
 4 Apr 2025 05:05:00.000     1469.041770     168.375289    -1215.691524       0.994973       0.294052       1.230632
 4 Apr 2025 05:36:40.000     1190.508904     354.253715     1498.334466      -1.206991      -0.136720       1.015358
 4 Apr 2025 06:08:20.000    -1455.664949    -158.067615     1302.963396      -1.007315      -0.291364      -1.171131
 4 Apr 2025 06:40:00.000    -1278.156120    -361.971839    -1398.260844       1.172801       0.124906      -1.077753
 4 Apr 2025 07:11:40.000     1417.763924     153.124161    -1275.908309       1.045579       0.299728       1.187359
 4 Apr 2025 07:43:20.000     1248.968516     360.676556     1446.897163      -1.166912      -0.124643       1.064037
 4 Apr 2025 08:15:00.000    -1404.902997    -143.162838     1360.213282      -1.053379      -0.296166      -1.127812
 4 Apr 2025 08:46:40.000    -1336.165974    -367.951499    -1342.987427       1.128069       0.112110      -1.124485
 4 Apr 2025 09:18:20.000     1363.996499     137.597155    -1333.889413       1.094417       0.304862       1.141978
 4 Apr 2025 09:50:00.000     1305.344918     366.478462     1393.132556      -1.124891      -0.112342       1.111051
 4 Apr 2025 10:21:40.000    -1351.943990    -128.033816     1415.250227      -1.097675      -0.300462      -1.082752
 4 Apr 2025 10:53:20.000    -1391.906689    -373.277191    -1285.417721       1.081471       0.099134      -1.169186
 4 Apr 2025 11:25:00.000     1307.815705     121.809766    -1389.549624       1.141409       0.309449       1.094548
 4 Apr 2025 11:56:40.000     1359.569383     371.655698     1337.106341      -1.080971      -0.099828       1.156340
 4 Apr 2025 12:28:20.000    -1296.854254    -112.694315     1468.015687      -1.140158      -0.304251      -1.036007
 4 Apr 2025 13:00:00.000    -1445.304039    -377.943311    -1225.630141       1.033080       0.085996      -1.211801
 4 Apr 2025 13:31:40.000     1249.294740     105.781244    -1442.809313       1.186478       0.313480       1.045124
 4 Apr 2025 14:03:20.000     1411.579976     376.199387     1278.877607      -1.035191      -0.087115       1.199845
 4 Apr 2025 14:35:00.000    -1239.693853     -97.162911     1518.451277      -1.180789      -0.307531      -0.987635
 4 Apr 2025 15:06:40.000    -1496.283394    -381.939429    -1163.705772       0.982968       0.072720      -1.252276
 4 Apr 2025 15:38:20.000     1188.507857      89.538107    -1493.590728       1.229548       0.316940       0.993768
 4 Apr 2025 16:10:00.000     1461.314751     380.096272     1218.502207      -0.987593      -0.074221       1.241508
 4 Apr 2025 16:41:40.000    -1180.524470     -81.466090     1566.490256      -1.219527      -0.310293      -0.937695
 4 Apr 2025 17:13:20.000    -1544.764130    -385.252338    -1099.738330       0.931214       0.059336      -1.290553
 4 Apr 2025 17:45:00.000     1125.536145      73.115579    -1541.814989       1.270538       0.319815       0.940548
 4 Apr 2025 18:16:40.000     1508.706289     383.331310     1156.037728      -0.938220      -0.061170       1.281268
 4 Apr 2025 18:48:20.000    -1119.417105     -65.638558     1612.053829      -1.256330      -0.312529      -0.886261
 4 Apr 2025 19:20:00.000    -1590.657924    -387.869640    -1033.841604       0.877908       0.045884      -1.326567
 4 Apr 2025 19:51:40.000     1060.472963      56.556412    -1587.400415       1.309361       0.322091       0.885540
 4 Apr 2025 20:23:20.000     1553.679166     385.890969     1091.548824      -0.887124      -0.047992       1.319058
 4 Apr 2025 20:55:00.000    -1056.456408     -49.720680     1655.053612      -1.291151      -0.314236      -0.833414
 4 Apr 2025 21:26:40.000    -1633.871731    -389.783277     -966.150602       0.823155       0.032405      -1.360251
 4 Apr 2025 21:58:20.000      993.427336      39.907683    -1630.262360       1.345922       0.323757       0.828837
 4 Apr 2025 22:30:00.000     1596.150434     387.765834     1025.111888      -0.834366      -0.034717       1.354803
 4 Apr 2025 23:01:40.000     -991.740482     -33.754199     1695.398602      -1.323943      -0.315412      -0.779242
 4 Apr 2025 23:33:20.000    -1674.313985    -390.991451     -896.815856       0.767078       0.018939      -1.391541
 5 Apr 2025 00:05:00.000      924.524274      23.216747    -1670.314261       1.380123       0.324807       0.770544
 5 Apr 2025 00:36:40.000     1636.032295     388.951589      956.818268      -0.780018      -0.021378       1.388424
 5 Apr 2025 01:08:20.000     -925.377218     -17.778068     1733.003350      -1.354659      -0.316060      -0.723839
 5 Apr 2025 01:40:00.000    -1711.901286    -391.498319     -825.993029       0.709804       0.005519      -1.420382
 5 Apr 2025 02:11:40.000      853.901698       6.527641    -1707.469720       1.411870       0.325239       0.710783
 5 Apr 2025 02:43:20.000     1673.235655     389.448246      886.775226      -0.724165      -0.008004       1.419839
 5 Apr 2025 03:15:00.000     -857.479346      -1.825877     1767.794124      -1.383254      -0.316186      -0.667291
 5 Apr 2025 03:46:40.000    -1746.562962    -391.311946     -753.832067       0.651457      -0.007831      -1.446734
 5 Apr 2025 04:18:20.000      781.705260     -10.120969    -1741.644754       1.441078       0.325057       0.649686
 5 Apr 2025 04:50:00.000     1707.673264     389.258395      815.104831      -0.666895       0.005383       1.448970
 5 Apr 2025 05:21:40.000     -788.160743      14.074451     1799.711159      -1.409680      -0.315795      -0.609684
 5 Apr 2025 05:53:20.000    -1778.242295    -390.441797     -680.470198       0.592151      -0.021089      -1.470568
 5 Apr 2025 06:25:00.000      708.082859     -26.695967    -1772.760134       1.467678       0.324267       0.587388
 5 Apr 2025 06:56:40.000     1739.262233     388.385462      741.940914      -0.608302       0.018757       1.475739
 5 Apr 2025 07:28:20.000     -717.534773      29.899225     1828.707266      -1.433892      -0.314889      -0.551096
 5 Apr 2025 08:00:00.000    -1806.894860    -388.896854     -606.030602       0.531992      -0.034237      -1.491861
 5 Apr 2025 08:31:40.000      633.180422     -43.168501    -1800.743542       1.491613       0.322877       0.524026
 5 Apr 2025 09:03:20.000     1767.925870     386.832580      667.424759      -0.548487       0.032097       1.500074
 5 Apr 2025 09:35:00.000     -645.714434      45.626740     1854.744239      -1.455844      -0.313472      -0.491606
 5 Apr 2025 10:06:40.000    -1832.485446    -386.684855     -530.626098       0.471082      -0.047253      -1.510595
 5 Apr 2025 10:38:20.000      557.139876     -59.511963    -1825.531245       1.512840       0.320893       0.459732
 5 Apr 2025 11:10:00.000     1793.594852     384.602254      591.700538      -0.487550       0.045380       1.521909
 5 Apr 2025 11:41:40.000     -572.813258      61.235172     1877.788936      -1.475492      -0.311544      -0.431295
 5 Apr 2025 12:13:20.000    -1854.985027    -383.812438     -454.365323       0.409521      -0.060117      -1.526760
 5 Apr 2025 12:45:00.000      480.099250     -75.699937    -1847.069149       1.531327       0.318324       0.394639
 5 Apr 2025 13:16:40.000     1816.207839     381.696605      514.911356      -0.425597       0.058581       1.541186
 5 Apr 2025 13:48:20.000     -498.946161      76.701058     1897.810258      -1.492798      -0.309105      -0.370245
 5 Apr 2025 14:20:00.000    -1874.368544    -380.285701     -377.358823       0.347410      -0.072810      -1.540347
 5 Apr 2025 14:51:40.000      402.194398     -91.704525    -1865.313119       1.547046       0.315177       0.328873
 5 Apr 2025 15:23:20.000     1835.711248     378.117986      437.197069      -0.362735       0.071673       1.557851
 5 Apr 2025 15:55:00.000     -424.230202      91.998415     1914.777537      -1.507725      -0.306157      -0.308544
 5 Apr 2025 16:26:40.000    -1890.613716    -376.110992     -299.723608       0.284844      -0.085316      -1.551352
 5 Apr 2025 16:58:20.000      323.561476    -107.495299    -1880.228685       1.559977       0.311457       0.262560
 5 Apr 2025 17:30:00.000     1852.058531     373.869822      358.694274      -0.299071       0.084629       1.571860
 5 Apr 2025 18:01:40.000     -348.785646     107.098360     1928.660244      -1.520242      -0.302702      -0.246285
 5 Apr 2025 18:33:20.000    -1903.700863    -371.295956     -221.585968       0.221917      -0.097615      -1.559769
 5 Apr 2025 19:05:00.000      244.339501    -123.038959    -1891.790428       1.570103       0.307172       0.195824
 5 Apr 2025 19:36:40.000     1865.209180     368.957641      279.538326      -0.234717       0.097418       1.583174
 5 Apr 2025 20:08:20.000     -272.737326     121.969303     1939.428956      -1.530325      -0.298744      -0.183563
 5 Apr 2025 20:40:00.000    -1913.613926    -365.850821     -143.082249       0.158732      -0.109682      -1.565590
 5 Apr 2025 21:11:40.000      164.672198    -138.299863    -1899.981298       1.577405       0.302331       0.128793
 5 Apr 2025 21:43:20.000     1875.127919     363.390200      199.866490      -0.169788       0.110009       1.591758
 5 Apr 2025 22:15:00.000     -196.216159     136.577773     1947.057163      -1.537954      -0.294291      -0.120482
 5 Apr 2025 22:46:40.000    -1920.342193    -359.789632      -64.357983       0.095398      -0.121491      -1.568808
 5 Apr 2025 23:18:20.000       84.709036    -153.241389    -1904.792376       1.581868       0.296946       0.061603
 5 Apr 2025 23:50:00.000     1881.784702     357.180421      119.821272      -0.104404       0.122370       1.597584
 6 Apr 2025 00:21:40.000     -119.359779     150.889997     1951.523741      -1.543114      -0.289354      -0.057147
 6 Apr 2025 00:53:20.000    -1923.882166    -353.130932       14.435263       0.032033      -0.133014      -1.569426
 6 Apr 2025 01:25:00.000        4.604655    -167.828029    -1906.222738       1.583490       0.291035      -0.005601
 6 Apr 2025 01:56:40.000     1885.155480     350.345709       39.552595      -0.038694       0.134473       1.600627
 6 Apr 2025 02:28:20.000      -42.311868     164.873916     1952.815534      -1.545794      -0.283946       0.006335
 6 Apr 2025 03:00:00.000    -1924.238730    -345.897509       93.144612      -0.031244      -0.144226      -1.567457
 6 Apr 2025 03:31:40.000      -75.483212    -182.027655    -1904.279008       1.582277       0.284620      -0.072675
 6 Apr 2025 04:03:20.000     1885.223511     342.907535      -40.781610       0.027209       0.146291       1.600870
 6 Apr 2025 04:35:00.000       34.779852     178.501074     1950.929531      -1.545984      -0.278084       0.069852
 6 Apr 2025 05:06:40.000    -1921.425452    -338.115130      171.621430      -0.094314      -0.155106      -1.562918
 6 Apr 2025 05:38:20.000     -155.396708    -195.813242    -1898.974433       1.578243       0.277727      -0.139479
 6 Apr 2025 06:10:00.000     1881.980694     334.890253     -121.016350       0.093163       0.157800       1.598308
 6 Apr 2025 06:41:40.000      111.766040     191.747691     1945.874287      -1.543679      -0.271786       0.133294
 6 Apr 2025 07:13:20.000    -1915.464082    -329.810603      249.726361      -0.157068      -0.165637      -1.555834
 6 Apr 2025 07:45:00.000     -234.981456    -209.163601    -1890.327602       1.571416       0.270383      -0.205875
 6 Apr 2025 08:16:40.000     1875.428381     326.319466     -200.981749       0.159029       0.168984       1.592947
 6 Apr 2025 08:48:20.000      188.497944     204.594628     1937.670378      -1.538874      -0.265069       0.196548
 6 Apr 2025 09:20:00.000    -1906.383431    -321.009819      327.332688      -0.219396      -0.175808      -1.546230
 6 Apr 2025 09:51:40.000     -314.090213    -222.062994    -1878.360945       1.561832       0.262612      -0.271736
 6 Apr 2025 10:23:20.000     1865.577446     317.220589     -280.505746       0.224673       0.179823       1.584800
 6 Apr 2025 10:55:00.000      264.828898     217.026405     1926.349814      -1.531570      -0.257948       0.259503
 6 Apr 2025 11:26:40.000    -1894.217934    -311.736396      404.327220      -0.281202      -0.185611      -1.534133
 6 Apr 2025 11:58:20.000     -392.585491    -234.499951    -1863.099322       1.549534       0.254436      -0.336945
 6 Apr 2025 12:30:00.000     1852.448176     307.617886     -359.417415       0.289957       0.190302       1.573888
 6 Apr 2025 13:01:40.000      340.615363     229.029815     1911.954549      -1.521772      -0.250440       0.322048
 6 Apr 2025 13:33:20.000    -1879.006098    -302.011302      480.608240      -0.342391      -0.195038      -1.519571
 6 Apr 2025 14:05:00.000     -470.340291    -246.465648    -1844.569357       1.534568       0.245872      -0.401396
 6 Apr 2025 14:36:40.000     1836.069811     297.533785     -437.551167       0.354750       0.200408       1.560243
 6 Apr 2025 15:08:20.000      415.718308     240.592724     1894.534057      -1.509492      -0.242558       0.384073
 6 Apr 2025 15:40:00.000    -1860.789035    -291.853360      556.081112      -0.402873      -0.204083      -1.502573
 6 Apr 2025 16:11:40.000     -547.236602    -257.952227    -1822.800151       1.516980       0.236940      -0.464992
 6 Apr 2025 16:43:20.000     1816.479326     286.988611     -514.751433       0.418931       0.210136       1.543905
 6 Apr 2025 17:15:00.000      490.005370     251.703317     1874.141969      -1.494746      -0.234318       0.445473
 6 Apr 2025 17:46:40.000    -1839.609373    -281.280264      630.652271      -0.462560      -0.212740      -1.483169
 6 Apr 2025 18:18:20.000     -623.161493    -268.951123    -1797.825418       1.496817       0.227655      -0.527640
 6 Apr 2025 18:50:00.000     1793.719885     276.001062     -590.876726       0.482393       0.219477       1.524912
 6 Apr 2025 19:21:40.000      563.353332     262.349775     1850.832061      -1.477560      -0.225733       0.506146
 6 Apr 2025 19:53:20.000    -1815.510858    -270.309647      704.222727      -0.521365      -0.221001      -1.461394
 6 Apr 2025 20:25:00.000     -698.001561    -279.451577    -1769.687118       1.474123       0.218034      -0.589248
 6 Apr 2025 20:56:40.000     1767.839633     264.589211     -665.802034       0.545037       0.228421       1.503305
 6 Apr 2025 21:28:20.000      635.649948     272.520189     1824.654370      -1.457967      -0.216820       0.565996
 6 Apr 2025 22:00:00.000    -1788.538984    -258.959927      776.682538      -0.579196      -0.228857      -1.437294
 6 Apr 2025 22:31:40.000     -771.637444    -289.439764    -1738.439809       1.448941       0.208091      -0.649721
 6 Apr 2025 23:03:20.000     1738.891096     252.771515     -739.418750       0.606770       0.236956       1.479117
 6 Apr 2025 23:35:00.000      706.794020     282.202665     1795.652354      -1.436010      -0.207592       0.624935
 7 Apr 2025 00:06:40.000    -1758.742747    -247.250858      847.907742      -0.635964      -0.236299      -1.410921
 7 Apr 2025 00:38:20.000     -843.940309    -298.898960    -1704.154563       1.421317       0.197845      -0.708956
 7 Apr 2025 01:10:00.000     1706.931150     240.567411     -811.631966       0.667499       0.245068       1.452382
 7 Apr 2025 01:41:40.000      776.693449     291.385675     1763.862111      -1.411733      -0.198066       0.682883
 7 Apr 2025 02:13:20.000    -1726.177107    -235.203723      917.761016      -0.691577      -0.243317      -1.382343
 7 Apr 2025 02:45:00.000     -914.771825    -307.810918    -1666.921066       1.391304       0.187314      -0.766841
 7 Apr 2025 03:16:40.000     1672.020914     227.997241     -882.356018       0.727128       0.252742       1.423128
 7 Apr 2025 03:48:20.000      845.262040     300.058727     1729.313747      -1.385189      -0.188256       0.739768
 7 Apr 2025 04:20:00.000    -1690.905004    -222.841048      986.096584      -0.745947      -0.249904      -1.351637
 7 Apr 2025 04:51:40.000     -983.988391    -316.158229    -1626.846560       1.358963       0.176521      -0.823259
 7 Apr 2025 05:23:20.000     1634.225167     215.081820     -951.509648       0.785559       0.259963       1.391383
 7 Apr 2025 05:55:00.000      912.416441     308.213111     1692.034278      -1.356425      -0.178175       0.795524
 7 Apr 2025 06:26:40.000    -1652.997725    -210.185883     1052.768480      -0.798990      -0.256056      -1.318884
 7 Apr 2025 06:58:20.000    -1051.448137    -323.926692    -1584.051330       1.324368       0.165492      -0.878093
 7 Apr 2025 07:30:00.000     1593.611476     201.841999    -1019.011974       0.842687       0.266716       1.357177
 7 Apr 2025 08:01:40.000      978.074369     315.842312     1652.050965      -1.325489      -0.167834       0.850086
 7 Apr 2025 08:33:20.000    -1612.532969    -197.260808     1117.640028      -0.850634      -0.261771      -1.284171
 7 Apr 2025 09:05:00.000    -1117.018625    -331.106773    -1538.661467       1.287598       0.154250      -0.931232
 7 Apr 2025 09:36:40.000     1550.249161     188.298295    -1084.779940       0.898401       0.272986       1.320548
 7 Apr 2025 10:08:20.000     1042.154042     322.941672     1609.394070      -1.292422      -0.157242       0.903395
 7 Apr 2025 10:40:00.000    -1569.591123    -184.087034     1180.591702      -0.900815      -0.267051      -1.247577
 7 Apr 2025 11:11:40.000    -1180.582478    -337.693511    -1490.801033       1.248739       0.142819      -0.982579
 7 Apr 2025 11:43:20.000     1504.208485     174.470835    -1148.726826       0.952592       0.278761       1.281543
 7 Apr 2025 12:15:00.000     1104.573938     329.507260     1564.098810      -1.257259      -0.146409       0.955393
 7 Apr 2025 12:46:40.000    -1524.251094    -170.684011     1241.525115      -0.949483      -0.271899      -1.209175
 7 Apr 2025 13:18:20.000    -1242.039559    -343.685103    -1440.585700       1.207882       0.131223      -1.032048
 7 Apr 2025 13:50:00.000     1455.560602     160.379933    -1210.761103       1.005148       0.284030       1.240216
 7 Apr 2025 14:21:40.000     1165.251903     335.534388     1516.207012      -1.220024      -0.135346       1.006017
 7 Apr 2025 14:53:20.000    -1476.587378    -157.069789     1300.362403      -0.996597      -0.276319      -1.169028
 7 Apr 2025 15:25:00.000    -1301.305749    -349.080965    -1388.119461       1.165117       0.119484      -1.079569
 7 Apr 2025 15:56:40.000     1404.378508     146.047058    -1270.785692       1.055965       0.288787       1.196634
 7 Apr 2025 16:28:20.000     1224.103677     341.016435     1465.768811      -1.180743      -0.124066       1.055197
 7 Apr 2025 17:00:00.000    -1426.669260    -143.261965     1357.042098      -1.042122      -0.280308      -1.127189
 7 Apr 2025 17:31:40.000    -1358.309518    -353.880156    -1333.494352       1.120538       0.107622      -1.125086
 7 Apr 2025 18:03:20.000     1350.738635     131.495723    -1328.697812       1.104941       0.293022       1.150873
 7 Apr 2025 18:35:00.000     1281.041457     345.944518     1412.844251      -1.139443      -0.112583       1.102855
 7 Apr 2025 19:06:40.000    -1374.561797    -129.278788     1411.513714      -1.086023      -0.283867      -1.083703
 7 Apr 2025 19:38:20.000    -1412.987961    -358.080753    -1276.792146       1.074233       0.095658      -1.168556
 7 Apr 2025 20:10:00.000     1294.722162     116.752016    -1384.389959       1.151981       0.296729       1.103016
 7 Apr 2025 20:41:40.000     1335.973414     350.308058     1357.504071      -1.096156      -0.100912       1.148909
 7 Apr 2025 21:13:20.000    -1320.327537    -115.140013     1463.732737      -1.128262      -0.286990      -1.038609
 7 Apr 2025 21:45:00.000    -1465.283163    -361.680067    -1218.087084       1.026286       0.083611      -1.209944
 7 Apr 2025 22:16:40.000     1236.415783     101.844880    -1437.751949       1.196996       0.299901       1.053155
 7 Apr 2025 22:48:20.000     1388.804512     354.095834     1299.829361      -1.050918      -0.089072       1.193274
 7 Apr 2025 23:20:00.000    -1264.027968    -100.867482     1513.656918      -1.168798      -0.289673      -0.991946
 7 Apr 2025 23:51:40.000    -1515.139551    -364.675123    -1157.448686       0.976780       0.071505      -1.249217
 8 Apr 2025 00:23:20.000     1175.911821      86.806236    -1488.673628       1.239901       0.302532       1.001390
 8 Apr 2025 00:55:00.000     1439.438139     357.296858     1239.910277      -1.003773      -0.077085       1.235859
 8 Apr 2025 01:26:40.000    -1205.724767     -86.485666     1561.243368      -1.207585      -0.291910      -0.943751
 8 Apr 2025 01:58:20.000    -1562.501669    -367.062889    -1094.945020       0.925792       0.059363      -1.286346
 8 Apr 2025 02:30:00.000     1113.308521      71.671262    -1537.047062       1.280620       0.304619       0.947824
 8 Apr 2025 03:01:40.000     1487.777420     359.900791     1177.844877      -0.954768      -0.064979       1.276572
 8 Apr 2025 03:33:20.000    -1145.481781     -72.022408     1606.445772      -1.244570      -0.293693      -0.894066
 8 Apr 2025 04:05:00.000    -1607.312013    -368.840273    -1030.646790       0.873402       0.047212      -1.321301
 8 Apr 2025 04:36:40.000     1048.711211      56.478846    -1582.767607       1.319080       0.306157       0.892563
 8 Apr 2025 05:08:20.000     1533.725404     361.898160     1113.739297      -0.903965      -0.052784       1.315318
 8 Apr 2025 05:40:00.000    -1083.368660     -57.509680     1649.211775      -1.279697      -0.295014      -0.842939
 8 Apr 2025 06:11:40.000    -1649.509393    -370.004402     -964.632421       0.819690       0.035078      -1.354052
 8 Apr 2025 06:43:20.000      982.234527      41.271746    -1625.734240       1.355214       0.307146       0.835723
 8 Apr 2025 07:15:00.000     1577.184270     363.280942     1047.709650      -0.851437      -0.040535       1.352002
 8 Apr 2025 07:46:40.000    -1019.466069     -42.983858     1689.481164      -1.312905      -0.295870      -0.790431
 8 Apr 2025 08:18:20.000    -1689.028567    -370.553578     -896.993354       0.764742       0.022992      -1.384562
 8 Apr 2025 08:50:00.000      914.004828      26.095767    -1665.849924       1.388952       0.307585       0.777423
 8 Apr 2025 09:21:40.000     1618.054709     364.043829      979.884835      -0.797271      -0.028272       1.386527
 8 Apr 2025 09:53:20.000     -953.871136     -28.484919     1727.185947      -1.344128      -0.296255      -0.736616
 8 Apr 2025 10:25:00.000    -1725.801805    -370.488888     -827.837856       0.708653       0.010985      -1.412794
 8 Apr 2025 10:56:40.000      844.161425      10.997566    -1703.023124       1.420232       0.307479       0.717794
 8 Apr 2025 11:28:20.000     1656.236879     364.185919      910.408292      -0.741577      -0.016034       1.418802
 8 Apr 2025 12:00:00.000     -886.701016     -14.054308     1762.252783      -1.373298      -0.296171      -0.681581
 8 Apr 2025 12:31:40.000    -1759.762145    -369.815922     -757.292041       0.651527      -0.000914      -1.438707
 8 Apr 2025 13:03:20.000      772.855391      -3.978596    -1737.170656       1.448992       0.306833       0.656977
 8 Apr 2025 13:35:00.000     1691.633505     363.712187      839.436695      -0.684477      -0.003857       1.448740
