                                                                 18 Apr 2022 10:22:22
FOR UNFUNDED EDUCATIONAL USE ONLY
Planet-Sun


       Time (UTCG)                x (km)               y (km)              z (km)    
 5 Oct 2025 20:33:20.000    -146833189.934168     -30236799.771197    -1689204.032105
 6 Oct 2025 18:46:40.000    -146295441.909682     -32610383.087450    -1765126.432851
 7 Oct 2025 17:00:00.000    -145704061.764167     -34967658.569828    -1842253.784015
 8 Oct 2025 15:13:20.000    -145059805.547723     -37305920.584543    -1919257.475642
 9 Oct 2025 13:26:40.000    -144364619.793902     -39622387.042179    -1994994.521154
10 Oct 2025 11:40:00.000    -143621553.747642     -41914367.743718    -2068650.077865
11 Oct 2025 09:53:20.000    -142834491.449150     -44179557.094415    -2139785.376180
12 Oct 2025 08:06:40.000    -142007764.768728     -46416368.901484    -2208289.636332
13 Oct 2025 06:20:00.000    -141145739.168470     -48624207.085751    -2274271.025604
14 Oct 2025 04:33:20.000    -140252447.804278     -50803613.673830    -2337926.940420
15 Oct 2025 02:46:40.000    -139331322.217303     -52956263.255403    -2399432.592726
16 Oct 2025 01:00:00.000    -138385029.651649     -55084825.812823    -2458865.323239
16 Oct 2025 23:13:20.000    -137415408.208507     -57192729.115560    -2516170.649735
17 Oct 2025 21:26:40.000    -136423481.659028     -59283857.474497    -2571166.262398
18 Oct 2025 19:40:00.000    -135409535.078036     -61362220.299620    -2623576.185764
19 Oct 2025 17:53:20.000    -134373233.894437     -63431621.489051    -2673085.406830
20 Oct 2025 16:06:40.000    -133313770.497152     -65495357.913700    -2719405.103072
21 Oct 2025 14:20:00.000    -132230022.400677     -67555973.363986    -2762338.490635
22 Oct 2025 12:33:20.000    -131120705.824503     -69615089.042366    -2801838.371599
23 Oct 2025 10:46:40.000    -129984508.881504     -71673323.687891    -2838048.943131
24 Oct 2025 09:00:00.000    -128820190.477451     -73730305.873067    -2871326.794238
25 Oct 2025 07:13:20.000    -127626634.943233     -75784769.540086    -2902238.594951
26 Oct 2025 05:26:40.000    -126402857.822523     -77834714.088913    -2931535.497429
27 Oct 2025 03:40:00.000    -125147964.533503     -79877603.810305    -2960106.151802
28 Oct 2025 01:53:20.000    -123861070.287676     -81910578.654353    -2988911.473892
29 Oct 2025 00:06:40.000    -122541196.176461     -83930649.218409    -3018905.090580
29 Oct 2025 22:20:00.000    -121187163.091709     -85934852.041752    -3050943.842147
30 Oct 2025 20:33:20.000    -119797511.379071     -87920347.227836    -3085694.560153
31 Oct 2025 18:46:40.000    -118370481.098914     -89884446.261664    -3123544.904653
 1 Nov 2025 17:00:00.000    -116904089.717238     -91824569.117167    -3164531.653735
 2 Nov 2025 15:13:20.000    -115396339.548011     -93738142.084737    -3208303.962422
 3 Nov 2025 13:26:40.000    -113845563.373111     -95622468.440430    -3254143.568076
 4 Nov 2025 11:40:00.000    -112250868.888594     -97474627.456385    -3301058.172640
 5 Nov 2025 09:53:20.000    -110612578.351801     -99291472.133221    -3347946.063996
 6 Nov 2025 08:06:40.000    -108932509.573737    -101069785.214253    -3393799.713062
 7 Nov 2025 06:20:00.000    -107213956.581886    -102806601.661340    -3437886.125224
 8 Nov 2025 04:33:20.000    -105461330.570657    -104499621.921470    -3479845.274655
 9 Nov 2025 02:46:40.000    -103679554.444785    -106147589.450928    -3519676.408688
10 Nov 2025 01:00:00.000    -101873399.444108    -107750509.786546    -3557631.920246
10 Nov 2025 23:13:20.000    -100046943.599703    -109309657.833008    -3594069.191393
11 Nov 2025 21:26:40.000     -98203248.257710    -110827400.390812    -3629309.685985
12 Nov 2025 19:40:00.000     -96344263.129339    -112306900.766148    -3663539.011590
13 Nov 2025 17:53:20.000     -94470905.792140    -113751783.365905    -3696755.659322
14 Nov 2025 16:06:40.000     -92583253.426531    -115165808.236823    -3728765.964406
15 Nov 2025 14:20:00.000     -90680785.209905    -116552588.328122    -3759213.185529
