                                                                  13 Jun 2024 22:46:58
Satellite-NOVASAT-16U


       Time (UTCG)                x (km)               y (km)              z (km)     
 2 Jan 2026 20:00:00.000     -65614113.400520    -118607767.675415    -57139695.942534
 2 Jan 2026 20:03:00.000     -67161055.108066    -117738154.389927    -57139990.541856
 2 Jan 2026 20:06:00.000     -68696703.471785    -116848397.831867    -57140155.958216
 2 Jan 2026 20:09:00.000     -70220772.384350    -115938680.559178    -57140168.042437
 2 Jan 2026 20:12:00.000     -71732971.696148    -115009187.329357    -57140008.492435
 2 Jan 2026 20:15:00.000     -73233008.326557    -114060104.111193    -57139665.551483
 2 Jan 2026 20:18:00.000     -74720587.539410    -113091617.148477    -57139134.456765
 2 Jan 2026 20:21:00.000     -76195414.337720    -112103912.106415    -57138417.621088
 2 Jan 2026 20:24:00.000     -77657194.928901    -111097173.329614    -57137524.540828
 2 Jan 2026 20:27:00.000     -79105638.209925    -110071583.237460    -57136471.433616
 2 Jan 2026 20:30:00.000     -80540457.221477    -109027321.878991    -57135280.619599
 2 Jan 2026 20:33:00.000     -81961370.522123    -107964566.664431    -57133979.669867
 2 Jan 2026 20:36:00.000     -83368103.436659    -106883492.285255    -57132600.354547
 2 Jan 2026 20:39:00.000     -84760389.138066    -105784270.828463    -57131177.430691
 2 Jan 2026 20:42:00.000     -86137969.528591    -104667072.084510    -57129747.316210
 2 Jan 2026 20:45:00.000     -87500595.893249    -103532064.041608    -57128346.700435
 2 Jan 2026 20:48:00.000     -88848029.307169    -102379413.552791    -57127011.144325
 2 Jan 2026 20:51:00.000     -90180040.787276    -101209287.155743    -57125773.723733
 2 Jan 2026 20:54:00.000     -91496411.187717    -100021852.019899    -57124663.767470
 2 Jan 2026 20:57:00.000     -92796930.847558     -98817276.990194    -57123705.738344
 2 Jan 2026 21:00:00.000     -94081399.007704     -97595733.692914    -57122918.299837
 2 Jan 2026 21:03:00.000     -95349623.021818     -96357397.666138    -57122313.604049
 2 Jan 2026 21:06:00.000     -96601417.392817     -95102449.475534    -57121896.828063
 2 Jan 2026 21:09:00.000     -97836602.672001     -93831075.775972    -57121665.976425
 2 Jan 2026 21:12:00.000     -99055004.262194     -92543470.280244    -57121611.957279
 2 Jan 2026 21:15:00.000    -100256451.168666     -91239834.598823    -57121718.929242
 2 Jan 2026 21:18:00.000    -101440774.742924     -89920378.917980    -57121964.905795
 2 Jan 2026 21:21:00.000    -102607807.463626     -88585322.488823    -57122322.594119
 2 Jan 2026 21:24:00.000    -103757381.797126     -87234893.905491    -57122760.436394
 2 Jan 2026 21:27:00.000    -104889329.176255     -85869331.158012    -57123243.813800
 2 Jan 2026 21:30:00.000    -106003479.131467     -84488881.452575    -57123736.367321
 2 Jan 2026 21:33:00.000    -107099658.602377     -83093800.800210    -57124201.384927
 2 Jan 2026 21:36:00.000    -108177691.451127     -81684353.382780    -57124603.202237
 2 Jan 2026 21:39:00.000    -109237398.191522     -80260810.713363    -57124908.563199
 2 Jan 2026 21:42:00.000    -110278595.940381     -78823450.615440    -57125087.888897
 2 Jan 2026 21:45:00.000    -111301098.589700     -77372556.052231    -57125116.406063
 2 Jan 2026 21:48:00.000    -112304717.190796     -75908413.843261    -57124975.092233
 2 Jan 2026 21:51:00.000    -113289260.534563     -74431313.309864    -57124651.401509
 2 Jan 2026 21:54:00.000    -114254535.905632     -72941544.894560    -57124139.743214
 2 Jan 2026 21:57:00.000    -115200349.982881     -71439398.800738    -57123441.695191
 2 Jan 2026 22:00:00.000    -116126509.854306     -69925163.699318    -57122565.943603
 2 Jan 2026 22:03:00.000    -117032824.111213     -68399125.547142    -57121527.951536
 2 Jan 2026 22:06:00.000    -117919103.984725     -66861566.558791    -57120349.369042
 2 Jan 2026 22:09:00.000    -118785164.487098     -65312764.368419    -57119057.207134
 2 Jan 2026 22:12:00.000    -119630825.520925     -63752991.412247    -57117682.807250
 2 Jan 2026 22:15:00.000    -120455912.921324     -62182514.554624    -57116260.645495
 2 Jan 2026 22:18:00.000    -121260259.399132     -60601594.972479    -57114827.017292
 2 Jan 2026 22:21:00.000    -122043705.357254     -59010488.303644    -57113418.652620
 2 Jan 2026 22:24:00.000    -122806099.556981     -57409445.055521    -57112071.314669
 2 Jan 2026 22:27:00.000    -123547299.616686     -55798711.260918    -57110818.435389
 2 Jan 2026 22:30:00.000    -124267172.331105     -54178529.359021    -57109689.839974
 2 Jan 2026 22:33:00.000    -124965593.805532     -52549139.271099    -57108710.608954
 2 Jan 2026 22:36:00.000    -125642449.405321     -50910779.633213    -57107900.121310
 2 Jan 2026 22:39:00.000    -126297633.527033     -49263689.142166    -57107271.315120
 2 Jan 2026 22:42:00.000    -126931049.203085     -47608107.966249    -57106830.193934
 2 Jan 2026 22:45:00.000    -127542607.556679     -45944279.169709    -57106575.597725
 2 Jan 2026 22:48:00.000    -128132227.128173     -44272450.098580    -57106499.247150
 2 Jan 2026 22:51:00.000    -128699833.097409     -42592873.676602    -57106586.059422
 2 Jan 2026 22:54:00.000    -129245356.429240     -40905809.562425    -57106814.723763
 2 Jan 2026 22:57:00.000    -129768732.971040     -39211525.124089    -57107158.514458
 2 Jan 2026 23:00:00.000    -130269902.531763     -37510296.192639    -57107586.310514
 2 Jan 2026 23:03:00.000    -130748807.971837     -35802407.564580    -57108063.783001
 2 Jan 2026 23:06:00.000    -131205394.332089     -34088153.231431    -57108554.704791
 2 Jan 2026 23:09:00.000    -131639608.027902     -32367836.324439    -57109022.332710
 2 Jan 2026 23:12:00.000    -132051396.132134     -30641768.772578    -57109430.809386
 2 Jan 2026 23:15:00.000    -132440705.767043     -28910270.682242    -57109746.531302
 2 Jan 2026 23:18:00.000    -132807483.621613     -27173669.457177    -57109939.430847
 2 Jan 2026 23:21:00.000    -133151675.606549     -25432298.686612    -57109984.123478
 2 Jan 2026 23:24:00.000    -133473226.654770     -23686496.838181    -57109860.876203
 2 Jan 2026 23:27:00.000    -133772080.670809     -21936605.799287    -57109556.360445
 2 Jan 2026 23:30:00.000    -134048180.628008     -20182969.316559    -57109064.160558
 2 Jan 2026 23:33:00.000    -134301468.808219     -18425931.386720    -57108385.018604
 2 Jan 2026 23:36:00.000    -134531887.174646     -16665834.654485    -57107526.806040
 2 Jan 2026 23:39:00.000    -134739377.864943     -14903018.872808    -57106504.223401
 2 Jan 2026 23:42:00.000    -134923883.788463     -13137819.479263    -57105338.239440
 2 Jan 2026 23:45:00.000    -135085349.309012     -11370566.337876    -57104055.291113
 2 Jan 2026 23:48:00.000    -135223720.992379      -9601582.690427    -57102686.274946
 2 Jan 2026 23:51:00.000    -135338948.396541      -7831184.353473    -57101265.368252
 2 Jan 2026 23:54:00.000    -135430984.881606      -6059679.188916    -57099828.725184
 2 Jan 2026 23:57:00.000    -135499788.416425      -4287366.865953    -57098413.097354
 3 Jan 2026 00:00:00.000    -135545322.359213      -2514538.921902    -57097054.431679
 3 Jan 2026 00:03:00.000    -135567556.190568       -741479.118527    -57095786.498903
 3 Jan 2026 00:06:00.000    -135566466.178788       1031535.920061    -57094639.605160
 3 Jan 2026 00:09:00.000    -135542035.959457       2804235.812077    -57093639.435722
 3 Jan 2026 00:12:00.000    -135494257.013721       4576355.298910    -57092806.075042
 3 Jan 2026 00:15:00.000    -135423129.032497       6347632.943626    -57092153.240475
 3 Jan 2026 00:18:00.000    -135328660.156957       8117809.695510    -57091687.758934
 3 Jan 2026 00:21:00.000    -135210867.088982       9886627.373637    -57091409.306419
 3 Jan 2026 00:24:00.000    -135069775.068694      11653827.125691    -57091310.420383
 3 Jan 2026 00:27:00.000    -134905417.719751      13419147.918863    -57091376.784443
 3 Jan 2026 00:30:00.000    -134717836.766509      15182325.118799    -57091587.774592
 3 Jan 2026 00:33:00.000    -134507081.630634      16943089.209090    -57091917.246051
 3 Jan 2026 00:36:00.000    -134273208.917887      18701164.699014    -57092334.530764
 3 Jan 2026 00:39:00.000    -134016281.808850      20456269.260066    -57092805.607456
 3 Jan 2026 00:42:00.000    -133736369.369928      22208113.123841    -57093294.399637
 3 Jan 2026 00:45:00.000    -133433545.803317      23956398.764156    -57093764.152008
 3 Jan 2026 00:48:00.000    -133107889.656362      25700820.876114    -57094178.832767
 3 Jan 2026 00:51:00.000    -132759483.012102      27441066.654102    -57094504.508319
 3 Jan 2026 00:54:00.000    -132388410.683585      29176816.359819    -57094710.637923
 3 Jan 2026 00:57:00.000    -131994759.434667      30907744.161306    -57094771.238902
 3 Jan 2026 01:00:00.000    -131578617.249732      32633519.213841    -57094665.877947
