                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       22 Jul 2024 19:51:46
Satellite-NOVASAT-16U


      Time (UTCG)          Beta Angle (deg)       x (km)          y (km)          z (km)       vx (km/sec)    vy (km/sec)    vz (km/sec)    Semi-major Axis (km)    Eccentricity    Inclination (deg)    RAAN (deg)    Arg of Perigee (deg)    True Anomaly (deg)    Detic Latitude (deg)    Detic Longitude (deg)         x (km)              y (km)              z (km)            x (km)        y (km)       z (km)         x (km)           y (km)          z (km)           x (km)          y (km)          z (km)          x (km)           y (km)          z (km)   
1 Jan 2026 11:36:00.000              21.116     6008.186414    -2505.403618    -2468.661861       3.820888       4.609729       4.631760             6967.902283        0.000987             44.99435       359.655                   1.036               328.864                 -20.768                  -22.636    27296592.369509    -132619824.973399    -57486678.514373    -6962.014316    0.175813    -0.000004    -30698.976119    -31742.324352     2714.616602    -47830.433592     7221.774770     4915.464105    27957.802053    -22471.076268     1077.335245
1 Jan 2026 11:37:00.000              21.118     6224.499129    -2223.687656    -2185.689679       3.386958       4.777480       4.797300             6968.400153        0.001078             44.99643       359.653                   1.937               331.702                 -18.298                  -19.659    27298160.599291    -132619795.962837    -57486826.807215    -6961.782544    0.175818    -0.000004    -30767.672280    -32130.216403     2400.985675    -48067.483337     6756.973797     4623.019020    27850.578673    -22604.275528      802.247687
1 Jan 2026 11:38:00.000              21.120     6414.330776    -1932.511732    -1893.394408       2.938499       4.924947       4.942416             6968.845573        0.001165             44.99830       359.652                   3.445               333.933                 -15.782                  -16.767    27299755.306013    -132619776.392444    -57486984.414580    -6961.550390    0.175821    -0.000004    -30809.419431    -32526.913421     2078.027550    -48277.250675     6282.626045     4321.204174    27769.184954    -22746.460118      517.863489
1 Jan 2026 11:39:00.000              21.121     6576.866668    -1633.112531    -1593.020916       2.477423       5.051490       5.066476             6969.231822        0.001246             44.99995       359.651                   5.406               335.712                 -13.229                  -13.945    27301377.304347    -132619765.025539    -57487150.091600    -6961.317968    0.175823    -0.000004    -30823.405708    -32931.176711     1746.987680    -48458.920537     5799.971705     4011.264616    27714.433513    -22896.396206      225.427365
1 Jan 2026 11:40:00.000              21.122     6711.408548    -1326.762498    -1285.849306       2.005698       5.156558       5.168938             6969.554454        0.001318             45.00132       359.650                   7.703               337.154                 -10.645                  -11.182    27303027.292554    -132619760.589676    -57487322.558173    -6961.085570    0.175824    -0.000005    -30808.935690    -33341.731828     1409.146752    -48611.794294     5310.286733     3694.480631    27687.020547    -23052.814202      -73.780734
1 Jan 2026 11:41:00.000              21.123     6817.377707    -1014.764341     -973.189378       1.525339       5.239692       5.249353             6969.810199        0.001382             45.00241       359.650                  10.256               338.341                  -8.037                   -8.466    27304705.849347    -132619761.782145    -57487500.504499    -6960.853643    0.175824    -0.000005    -30765.433507    -33757.274079     1065.815151    -48735.292884     4814.877348     3372.162204    27687.522720    -23214.414267     -378.451158
1 Jan 2026 11:42:00.000              21.124     6894.317564     -698.445411     -656.374981       1.038400       5.300531       5.307369             6969.996329        0.001437             45.00319       359.650                  13.005               339.332                  -5.411                   -5.785    27306413.431314    -132619767.275595    -57487682.596726    -6960.622755    0.175822    -0.000005    -30692.445430    -34176.474140      718.327311    -48828.959386     4315.074411     3045.643370    27716.394580    -23379.871928     -687.250212
1 Jan 2026 11:43:00.000              21.124     6941.895725     -379.151978     -336.758259       0.546965       5.338806       5.342729             6970.110834        0.001482             45.00365       359.650                  15.905               340.172                  -2.773                   -3.126    27308150.370831    -132619775.723760    -57487867.482714    -6960.393588    0.175819    -0.000005    -30589.641923    -34597.983782      368.035961    -48892.461082     3812.227707     2716.276457    27773.966502    -23547.843799     -998.825907
1 Jan 2026 11:44:00.000              21.125     6959.905499      -58.243419      -15.703786       0.053139       5.354348       5.355276             6970.152516        0.001516             45.00376       359.650                  18.922               340.895                  -0.129                   -0.479    27309916.874593    -132619785.767260    -57488053.797887    -6960.166932    0.175815    -0.000005    -30456.819165    -35020.441678       16.306259    -48925.590975     3307.700129     2385.426226    27860.443166    -23716.973398    -1311.813819
1 Jan 2026 11:45:00.000              21.124     6948.266852      262.913641      305.417345      -0.440963       5.347086       5.344950             6970.120412        0.001539             45.00353       359.650                  22.029               341.529                   2.515                    2.167    27311713.022642    -132619796.039471    -57488240.171151    -6959.943664    0.175810    -0.000005    -30293.899997    -35442.479270     -335.490115    -48928.268736     2802.861818     2054.463958    27975.902613    -23885.897002    -1624.843012
1 Jan 2026 11:46:00.000              21.124     6907.026807      582.951215      625.233460      -0.933222       5.317045       5.311790             6970.013232        0.001551             45.00297       359.650                  25.207               342.092                   5.154                    4.824    27313538.767956    -132619805.172404    -57488425.230836    -6959.724743    0.175804    -0.000005    -30100.934328    -35862.726649     -685.980905    -48900.541112     2299.084277     1724.761513    28120.295837    -24053.249537    -1936.541969
1 Jan 2026 11:47:00.000              21.123     6836.359322      900.505855      942.378250      -1.421527       5.264350       5.255937             6969.829911        0.001551             45.00208       359.649                  28.435               342.604                   7.782                    7.504    27315393.936563    -132619811.802613    -57488607.610629    -6959.511225    0.175798    -0.000005    -29878.099009    -36279.818455    -1033.799215    -48842.581798     1797.734475     1397.685392    28293.446910    -24217.670474    -2245.544532
1 Jan 2026 11:48:00.000              21.121     6736.564632     1214.224568     1255.496717      -1.903781       5.189226       5.177628             6969.571130        0.001539             45.00088       359.649                  31.690               343.091                  10.393                   10.218    27317278.228242    -132619814.577106    -57488785.955533    -6959.304310    0.175790    -0.000005    -29625.697178    -36692.399802    -1377.589463    -48754.690784     1300.168922     1074.590782    28495.053640    -24377.809750    -2550.495860
1 Jan 2026 11:49:00.000              21.120     6608.067999     1522.770736     1563.251125      -2.377916       5.091994       5.077199             6969.240359        0.001516             44.99938       359.648                  34.944               343.579                  12.981                   12.977    27319191.217722    -132619812.159263    -57488958.927812    -6959.105371    0.175781    -0.000005    -29344.157006    -37099.132187    -1716.013328    -48637.293098      807.727758      756.815610    28724.688822    -24532.333683    -2850.058373
1 Jan 2026 11:50:00.000              21.118     6451.417830     1824.829953     1864.326872      -2.841897       4.973072       4.955086             6968.843480        0.001481             44.99763       359.648                  38.165               344.100                  15.540                   15.794    27321132.356604    -132619803.234678    -57489125.212865    -6958.915944    0.175772    -0.000005    -29034.029820    -37498.699332    -2047.755623    -48490.936934      321.728913      445.674669    28981.802117    -24679.930813    -3142.917628
1 Jan 2026 11:51:00.000              21.116     6267.283223     2119.115741     2157.438225      -3.293737       4.832972       4.811815             6968.387674        0.001436             44.99565       359.646                  41.324               344.684                  18.061                   18.682    27323100.975777    -132619786.516875    -57489283.524959    -6958.737689    0.175763    -0.000005    -28695.987644    -37889.812903    -2371.530032    -48316.291189     -156.537615      142.453884    29265.722509    -24819.317617    -3427.788047
1 Jan 2026 11:52:00.000              21.113     6056.450974     2404.375128     2441.333883      -3.731501       4.672300       4.648007             6967.880956        0.001381             44.99346       359.645                  44.382               345.368                  20.539                   21.653    27325096.288454    -132619760.752881    -57489432.612792    -6958.572358    0.175753    -0.000005    -28330.820211    -38271.218083    -2686.084667    -48114.142473     -625.815331     -151.595248    29575.661297    -24949.244086    -3703.418487
1 Jan 2026 11:53:00.000              21.111     5819.822083     2679.394073     2714.802367      -4.153319       4.491747       4.464368             6967.332604        0.001317             44.99112       359.643                  47.297               346.196                  22.964                   24.721    27327117.393633    -132619724.728656    -57489571.264886    -6958.421769    0.175743    -0.000005    -27939.431462    -38641.699000    -2990.207466    -47885.391617    -1084.886668     -435.261056    29910.715588    -25068.499149    -3968.597628
1 Jan 2026 11:54:00.000              21.108     5558.407737     2943.002707     2976.677248      -4.557389       4.292093       4.261692             6966.753407        0.001246             44.98864       359.640                  50.015               347.222                  25.327                   27.900    27329163.280134    -132619677.274328    -57489698.314811    -6958.287780    0.175733    -0.000005    -27522.835537    -39000.083965    -3282.731414    -47631.049654    -1532.578232     -707.376915    30269.872317    -25175.915915    -4222.159199
1 Jan 2026 11:55:00.000              21.105     5273.324787     3194.080326     3225.842147      -4.941992       4.074196       4.040854             6966.154879        0.001169             44.98608       359.637                  52.471               348.509                  27.620                   31.204    27331232.831090    -132619617.269195    -57489812.646189    -6958.172234    0.175724    -0.000004    -27082.152248    -39345.250468    -3562.539550    -47352.233298    -1967.765794     -966.826250    30652.012764    -25270.376667    -4462.986980
1 Jan 2026 11:56:00.000              21.102     4965.790801     3431.560116     3461.235493      -5.305492       3.838994       3.802805             6965.548037        0.001089             44.98347       359.634                  54.592               350.132                  29.831                   34.646    27333324.828944    -132619543.646445    -57489913.197448    -6958.076892    0.175715    -0.000004    -26618.602128    -39676.129905    -3828.569716    -47050.159991    -2389.379016    -1212.547294    31055.917512    -25350.817589    -4690.019558
1 Jan 2026 11:57:00.000              21.099     4637.118721     3654.433627     3681.855014      -5.646346       3.587494       3.548570             6964.942789        0.001006             44.98086       359.630                  56.282               352.186                  31.948                   38.241    27335437.960749    -132619455.397626    -57489998.966317    -6958.003394    0.175706    -0.000004    -26133.501095    -39991.712044    -4079.819057    -46726.142569    -2796.405918    -1443.537576    31480.271777    -25416.233232    -4902.254823
1 Jan 2026 11:58:00.000              21.095     4288.711173     3861.755002     3886.761965      -5.963109       3.320775       3.279241             6964.348242        0.000922             44.97831       359.625                  57.420               354.792                  33.960                   42.001    27337570.823885    -132619351.576880    -57490069.014051    -6957.953252    0.175699    -0.000004    -25628.254758    -40291.049265    -4315.348245    -46381.583564    -3187.897118    -1658.858154    31923.671107    -25465.680751    -5098.754190
1 Jan 2026 11:59:00.000              21.092     3922.054392     4052.644966     4075.085083      -6.254439       3.039976       2.995973             6963.773173        0.000840             44.97584       359.621                  57.852               358.105                  35.851                   45.938    27339721.932108    -132619231.304934    -57490122.469386    -6957.927845    0.175692    -0.000004    -25104.352345    -40573.260538    -4534.285433    -46017.969137    -3562.969813    -1857.637565    32384.627451    -25498.283890    -5278.646557
1 Jan 2026 12:00:00.000              21.089     3538.711801     4226.294520     4246.024238      -6.519107       2.746299       2.699982             6963.226092        0.000761             44.97351       359.615                  57.388                 2.314                  37.607                   50.060    27341889.722001    -132619093.772789    -57490158.532193    -6957.928422    0.175687    -0.000003    -24563.360275    -40837.535126    -4735.829907    -45636.862647    -3920.811478    -2039.075479    32861.575590    -25513.236677    -5441.131955
